ISBN,title,author,year,publisher,image_url,book_id,genre
0345424719,A Widow for One Year,JOHN IRVING,1999,Ballantine Books,http://images.amazon.com/images/P/0345424719.01.MZZZZZZZ.jpg,168,Ballantine Books
0375726403,Empire Falls,Richard Russo,2002,Vintage Books USA,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,169,Vintage Books USA
0385503857,Oryx and Crake,Margaret Atwood,2003,Nan A. Talese,http://images.amazon.com/images/P/0385503857.01.MZZZZZZZ.jpg,170,Nan A. Talese
0440226104,Black and Blue,ANNA QUINDLEN,1999,Dell,http://images.amazon.com/images/P/0440226104.01.MZZZZZZZ.jpg,171,Dell
0452277337,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg,172,Plume Books
0553802488,The Face,DEAN KOONTZ,2003,Bantam,http://images.amazon.com/images/P/0553802488.01.MZZZZZZZ.jpg,173,Bantam
0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,http://images.amazon.com/images/P/0671021001.01.MZZZZZZZ.jpg,174,Pocket
0767903579,Falling Leaves: The True Story of an Unwanted Chinese Daughter,Adeline Yen Mah,1999,Broadway Books,http://images.amazon.com/images/P/0767903579.01.MZZZZZZZ.jpg,175,Broadway Books
0805063897,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,Owl Books,http://images.amazon.com/images/P/0805063897.01.MZZZZZZZ.jpg,176,Owl Books
0553285343,"RUSSIA HOUSE, THE",JOHN LE CARRE,1990,Bantam,http://images.amazon.com/images/P/0553285343.01.MZZZZZZZ.jpg,177,Bantam
0671002481,The First Wives Club Movie Tie In,Olivia Goldsmith,1996,Pocket,http://images.amazon.com/images/P/0671002481.01.MZZZZZZZ.jpg,178,Pocket
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers,http://images.amazon.com/images/P/0842329129.01.MZZZZZZZ.jpg,179,Tyndale House Publishers
0380973545,Letters from a Nut,Ted L. Nancy,1999,William Morrow,http://images.amazon.com/images/P/0380973545.01.MZZZZZZZ.jpg,180,William Morrow
0743424425,The Shining,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743424425.01.MZZZZZZZ.jpg,181,Pocket
0786868015,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,2001,Hyperion,http://images.amazon.com/images/P/0786868015.01.MZZZZZZZ.jpg,182,Hyperion
0446610178,The Sky Is Falling,Sidney Sheldon,2001,Warner Books,http://images.amazon.com/images/P/0446610178.01.MZZZZZZZ.jpg,183,Warner Books
0440235057,Be Cool,Elmore Leonard,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440235057.01.MZZZZZZZ.jpg,184,Dell Publishing Company
0060915544,The Bean Trees,Barbara Kingsolver,1989,Perennial,http://images.amazon.com/images/P/0060915544.01.MZZZZZZZ.jpg,185,Perennial
0060917016,Homeland and Other Stories,Barbara Kingsolver,1990,Perennial,http://images.amazon.com/images/P/0060917016.01.MZZZZZZZ.jpg,186,Perennial
0060925000,"A Suitable Boy : Novel, A",Vikram Seth,1994,Perennial,http://images.amazon.com/images/P/0060925000.01.MZZZZZZZ.jpg,187,Perennial
0060932759,Daughter of Fortune,Isabel Allende,2000,Perennial,http://images.amazon.com/images/P/0060932759.01.MZZZZZZZ.jpg,188,Perennial
0061000280,The Fly on the Wall,Tony Hillerman,1990,HarperTorch,http://images.amazon.com/images/P/0061000280.01.MZZZZZZZ.jpg,189,HarperTorch
0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,190,Picador USA
039914739X,Isle of Dogs,Patricia Daniels Cornwell,2001,Putnam Publishing Group,http://images.amazon.com/images/P/039914739X.01.MZZZZZZZ.jpg,191,Putnam Publishing Group
0451410556,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,2002,Onyx Books,http://images.amazon.com/images/P/0451410556.01.MZZZZZZZ.jpg,192,Onyx Books
0312278586,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg,193,St. Martin's Press
0312288115,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Adele Lang,2002,Thomas Dunne Books,http://images.amazon.com/images/P/0312288115.01.MZZZZZZZ.jpg,194,Thomas Dunne Books
0380710218,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380710218.01.MZZZZZZZ.jpg,195,Harper Mass Market Paperbacks (Mm)
0515118656,The Cove,Catherine Coulter,1996,Jove Books,http://images.amazon.com/images/P/0515118656.01.MZZZZZZZ.jpg,196,Jove Books
0553289063,An Inconvenient Woman,Dominick Dunne,1991,Bantam Books,http://images.amazon.com/images/P/0553289063.01.MZZZZZZZ.jpg,197,Bantam Books
0671000306,Shock Wave (Dirk Pitt Adventures (Paperback)),Clive Cussler,1996,Pocket,http://images.amazon.com/images/P/0671000306.01.MZZZZZZZ.jpg,198,Pocket
0671673688,While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket,http://images.amazon.com/images/P/0671673688.01.MZZZZZZZ.jpg,199,Pocket
0618173870,Everything Is Illuminated: A Novel,Jonathan Safran Foer,2002,Houghton Mifflin Company,http://images.amazon.com/images/P/0618173870.01.MZZZZZZZ.jpg,200,Houghton Mifflin Company
0156027321,Life of Pi,Yann Martel,2003,Harvest Books,http://images.amazon.com/images/P/0156027321.01.MZZZZZZZ.jpg,201,Harvest Books
0385721420,Three Junes,JULIA GLASS,2003,Anchor,http://images.amazon.com/images/P/0385721420.01.MZZZZZZZ.jpg,202,Anchor
0451202341,Back Roads,Tawni O'Dell,2001,Signet Book,http://images.amazon.com/images/P/0451202341.01.MZZZZZZZ.jpg,203,Signet Book
0743418190,In Her Shoes : A Novel,Jennifer Weiner,2002,Atria Books,http://images.amazon.com/images/P/0743418190.01.MZZZZZZZ.jpg,204,Atria Books
0385335407,The Kiss,Danielle Steel,2001,Delacorte Press,http://images.amazon.com/images/P/0385335407.01.MZZZZZZZ.jpg,205,Delacorte Press
0060923245,Sweet Hereafter Movie Tie-In : A Novel,Russell Banks,1992,Perennial,http://images.amazon.com/images/P/0060923245.01.MZZZZZZZ.jpg,206,Perennial
0060913509,In Country RI,Bobbie Ann Mason,1986,Perennial,http://images.amazon.com/images/P/0060913509.01.MZZZZZZZ.jpg,207,Perennial
0553272837,Brazen Virtue,Nora Roberts,1996,Bantam Books,http://images.amazon.com/images/P/0553272837.01.MZZZZZZZ.jpg,208,Bantam Books
0440225078,Ghost Moon,Karen Robards,2001,Dell Publishing Company,http://images.amazon.com/images/P/0440225078.01.MZZZZZZZ.jpg,209,Dell Publishing Company
0425181111,Strangers,Dean R. Koontz,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425181111.01.MZZZZZZZ.jpg,210,Berkley Publishing Group
0380732688,Milk and Honey (Peter Decker/Rina Lazarus Novels),Faye Kellerman,2002,Avon,http://images.amazon.com/images/P/0380732688.01.MZZZZZZZ.jpg,211,Avon
0140286276,The Deep End of the Ocean (Oprah's Book Club),Jacquelyn Mitchard,1999,Penguin Books,http://images.amazon.com/images/P/0140286276.01.MZZZZZZZ.jpg,212,Penguin Books
0373484100,Night Tales,Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373484100.01.MZZZZZZZ.jpg,213,Silhouette
0449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,Ballantine Books,http://images.amazon.com/images/P/0449907481.01.MZZZZZZZ.jpg,214,Ballantine Books
0553107305,Chopping Spree,DIANE MOTT DAVIDSON,2002,Bantam,http://images.amazon.com/images/P/0553107305.01.MZZZZZZZ.jpg,215,Bantam
080213825X,Four Blondes,Candace Bushnell,2001,Grove Press,http://images.amazon.com/images/P/080213825X.01.MZZZZZZZ.jpg,216,Grove Press
0515127833,River's End,Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515127833.01.MZZZZZZZ.jpg,217,Jove Books
0345441133,Summer Island,KRISTIN HANNAH,2002,Ballantine Books,http://images.amazon.com/images/P/0345441133.01.MZZZZZZZ.jpg,218,Ballantine Books
0515134279,The Straw Men,Michael Marshall,2002,Jove Books,http://images.amazon.com/images/P/0515134279.01.MZZZZZZZ.jpg,219,Jove Books
0385490992,The Street Lawyer,John Grisham,1998,Doubleday Books,http://images.amazon.com/images/P/0385490992.01.MZZZZZZZ.jpg,220,Doubleday Books
0385424728,The Chamber,John Grisham,1994,Doubleday Books,http://images.amazon.com/images/P/0385424728.01.MZZZZZZZ.jpg,221,Doubleday Books
0312980388,Warlock : A Novel of Ancient Egypt,Wilbur Smith,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312980388.01.MZZZZZZZ.jpg,222,St. Martin's Paperbacks
0385472951,The Partner,John Grisham,1997,Doubleday Books,http://images.amazon.com/images/P/0385472951.01.MZZZZZZZ.jpg,223,Doubleday Books
0425182878,Chosen Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg,224,Berkley Publishing Group
0553564528,Guilty as Sin,TAMI HOAG,1997,Bantam,http://images.amazon.com/images/P/0553564528.01.MZZZZZZZ.jpg,225,Bantam
055356451X,Night Sins,TAMI HOAG,1995,Bantam,http://images.amazon.com/images/P/055356451X.01.MZZZZZZZ.jpg,226,Bantam
0743412621,The Second Time Around : A Novel,Mary Higgins Clark,2004,Pocket,http://images.amazon.com/images/P/0743412621.01.MZZZZZZZ.jpg,227,Pocket
0020442408,Prince Caspian,C. S. Lewis,1970,MacMillan Publishing Company.,http://images.amazon.com/images/P/0020442408.01.MZZZZZZZ.jpg,228,MacMillan Publishing Company.
042517736X,Abduction,Robin Cook,2000,Berkley Publishing Group,http://images.amazon.com/images/P/042517736X.01.MZZZZZZZ.jpg,229,Berkley Publishing Group
0671868713,And Never Let Her Go : Thomas Capano: The Deadly Seducer,Ann Rule,2000,Pocket,http://images.amazon.com/images/P/0671868713.01.MZZZZZZZ.jpg,230,Pocket
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,231,Ballantine Books
0345369947,The Mummy or Ramses the Damned,Anne Rice,1991,Ballantine Books,http://images.amazon.com/images/P/0345369947.01.MZZZZZZZ.jpg,232,Ballantine Books
0345353625,Her Mother's Daughter,Marilyn French,1990,Ballantine Books,http://images.amazon.com/images/P/0345353625.01.MZZZZZZZ.jpg,233,Ballantine Books
0805056491,Organizing from the Inside Out,Julie Morgenstern,1998,Henry Holt & Company,http://images.amazon.com/images/P/0805056491.01.MZZZZZZZ.jpg,234,Henry Holt & Company
0385306032,Vanished,Danielle Steel,1993,Delacorte Press,http://images.amazon.com/images/P/0385306032.01.MZZZZZZZ.jpg,235,Delacorte Press
0821772953,The Morning After,Lisa Jackson,2004,Zebra Books,http://images.amazon.com/images/P/0821772953.01.MZZZZZZZ.jpg,236,Zebra Books
0553576925,Hiding in the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books,http://images.amazon.com/images/P/0553576925.01.MZZZZZZZ.jpg,237,Bantam Books
0743206053,Kitchen Privileges : A Memoir,Mary Higgins Clark,2002,Simon & Schuster,http://images.amazon.com/images/P/0743206053.01.MZZZZZZZ.jpg,238,Simon & Schuster
1400077826,Cold Mountain (MTI) (Vintage Contemporaries),CHARLES FRAZIER,2003,Vintage,http://images.amazon.com/images/P/1400077826.01.MZZZZZZZ.jpg,239,Vintage
0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,1992,Warner Books,http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg,240,Warner Books
068484267X,Angela's Ashes: A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/068484267X.01.MZZZZZZZ.jpg,241,Scribner
0553578693,The Next Accident,LISA GARDNER,2002,Bantam,http://images.amazon.com/images/P/0553578693.01.MZZZZZZZ.jpg,242,Bantam
0312986769,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,2003,St. Martin's Minotaur,http://images.amazon.com/images/P/0312986769.01.MZZZZZZZ.jpg,243,St. Martin's Minotaur
0345413377,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2001,Del Rey,http://images.amazon.com/images/P/0345413377.01.MZZZZZZZ.jpg,244,Del Rey
0345413369,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998,Del Rey,http://images.amazon.com/images/P/0345413369.01.MZZZZZZZ.jpg,245,Del Rey
0679893105,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1998,Knopf Books for Young Readers,http://images.amazon.com/images/P/0679893105.01.MZZZZZZZ.jpg,246,Knopf Books for Young Readers
0345369068,"If Ever I Return, Pretty Peggy-O",Sharyn McCrumb,1991,Fawcett Books,http://images.amazon.com/images/P/0345369068.01.MZZZZZZZ.jpg,247,Fawcett Books
0451184718,The Rosewood Casket,Sharyn McCrumb,1997,Signet Book,http://images.amazon.com/images/P/0451184718.01.MZZZZZZZ.jpg,248,Signet Book
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,http://images.amazon.com/images/P/0060938455.01.MZZZZZZZ.jpg,249,Perennial
0440122090,Echoes,Maeve Binchy,1989,Dell,http://images.amazon.com/images/P/0440122090.01.MZZZZZZZ.jpg,250,Dell
0671525832,Someone to Watch Over Me : A Novel,Judith McNaught,2003,Pocket,http://images.amazon.com/images/P/0671525832.01.MZZZZZZZ.jpg,251,Pocket
0061009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch,http://images.amazon.com/images/P/0061009059.01.MZZZZZZZ.jpg,252,HarperTorch
0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial,http://images.amazon.com/images/P/0060930187.01.MZZZZZZZ.jpg,253,Perennial
0679450432,Dark Lady,Richard North Patterson,1999,Alfred A. Knopf,http://images.amazon.com/images/P/0679450432.01.MZZZZZZZ.jpg,254,Alfred A. Knopf
0821775863,The Future Scrolls,Fern Michaels,2003,Zebra Books,http://images.amazon.com/images/P/0821775863.01.MZZZZZZZ.jpg,255,Zebra Books
0821770209,About Face,Fern Michaels,2003,Zebra Books,http://images.amazon.com/images/P/0821770209.01.MZZZZZZZ.jpg,256,Zebra Books
0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books,http://images.amazon.com/images/P/0446364193.01.MZZZZZZZ.jpg,257,Warner Books
0446519138,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books,http://images.amazon.com/images/P/0446519138.01.MZZZZZZZ.jpg,258,Warner Books
0425179672,The River King,Alice Hoffman,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425179672.01.MZZZZZZZ.jpg,259,Berkley Publishing Group
0061042943,Final Appeal,Lisa Scottoline,1994,HarperTorch,http://images.amazon.com/images/P/0061042943.01.MZZZZZZZ.jpg,260,HarperTorch
0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper),http://images.amazon.com/images/P/0399144463.01.MZZZZZZZ.jpg,261,Putnam Pub Group (Paper)
0140185216,On the Road (Penguin 20th Century Classics),Jack Kerouac,1998,Penguin USA (Paper),http://images.amazon.com/images/P/0140185216.01.MZZZZZZZ.jpg,262,Penguin USA (Paper)
0684801221,OLD MAN AND THE SEA,Ernest Hemingway,1995,Scribner,http://images.amazon.com/images/P/0684801221.01.MZZZZZZZ.jpg,263,Scribner
0060083298,The Dominant Blonde,Alisa Kwitney,2002,Avon Trade,http://images.amazon.com/images/P/0060083298.01.MZZZZZZZ.jpg,264,Avon Trade
0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,http://images.amazon.com/images/P/0446672211.01.MZZZZZZZ.jpg,265,Warner Books
0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,266,Penguin Books
0142000205,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg,267,Penguin Books
0316735027,The True and Outstanding Adventures of the Hunt Sisters: A Novel,Elisabeth Robinson,2004,"Little, Brown",http://images.amazon.com/images/P/0316735027.01.MZZZZZZZ.jpg,268,"Little, Brown"
193156146X,The Time Traveler's Wife,Audrey Niffenegger,2003,MacAdam/Cage Publishing,http://images.amazon.com/images/P/193156146X.01.MZZZZZZZ.jpg,269,MacAdam/Cage Publishing
015600710X,Strange Fits of Passion: A Novel,Anita Shreve,1999,Harvest Books,http://images.amazon.com/images/P/015600710X.01.MZZZZZZZ.jpg,270,Harvest Books
0140620427,Sense and Sensibility (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd,http://images.amazon.com/images/P/0140620427.01.MZZZZZZZ.jpg,271,Penguin Books Ltd
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg,272,Doubleday
0446525502,The Rescue,Nicholas Sparks,2000,Warner Books,http://images.amazon.com/images/P/0446525502.01.MZZZZZZZ.jpg,273,Warner Books
0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg,274,Viking Books
0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown",http://images.amazon.com/images/P/0316789089.01.MZZZZZZZ.jpg,275,"Little, Brown"
0425184129,Big Trouble,Dave Barry,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425184129.01.MZZZZZZZ.jpg,276,Berkley Publishing Group
0151001006,Snow Falling on Cedars,David Guterson,1994,Harcourt,http://images.amazon.com/images/P/0151001006.01.MZZZZZZZ.jpg,277,Harcourt
0385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,http://images.amazon.com/images/P/0385505833.01.MZZZZZZZ.jpg,278,Doubleday
0679442790,The Reader,Bernhard Schlink,1997,Random House,http://images.amazon.com/images/P/0679442790.01.MZZZZZZZ.jpg,279,Random House
0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon & Schuster,http://images.amazon.com/images/P/0743206045.01.MZZZZZZZ.jpg,280,Simon & Schuster
0684864843,The Vineyard : A Novel,Barbara Delinsky,2000,Simon & Schuster,http://images.amazon.com/images/P/0684864843.01.MZZZZZZZ.jpg,281,Simon & Schuster
0684867818,The Looking Glass : A Novel (The Locket Series),Richard Paul Evans,1999,Simon & Schuster,http://images.amazon.com/images/P/0684867818.01.MZZZZZZZ.jpg,282,Simon & Schuster
0743406176,If Only It Were True,Marc Levy,2000,Atria,http://images.amazon.com/images/P/0743406176.01.MZZZZZZZ.jpg,283,Atria
0446523569,Message in a Bottle,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446523569.01.MZZZZZZZ.jpg,284,Warner Books
0671042556,Blackbird: A Childhood Lost and Found,Jennifer Lauck,2000,Atria,http://images.amazon.com/images/P/0671042556.01.MZZZZZZZ.jpg,285,Atria
0679450440,Protect and Defend,Richard North Patterson,2000,Random House Inc,http://images.amazon.com/images/P/0679450440.01.MZZZZZZZ.jpg,286,Random House Inc
0446527793,The Guardian,Nicholas Sparks,2003,Warner Books,http://images.amazon.com/images/P/0446527793.01.MZZZZZZZ.jpg,287,Warner Books
0446531332,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books,http://images.amazon.com/images/P/0446531332.01.MZZZZZZZ.jpg,288,Warner Books
0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,http://images.amazon.com/images/P/0385420161.01.MZZZZZZZ.jpg,289,Doubleday Books
0345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339711.01.MZZZZZZZ.jpg,290,Del Rey
039304016X,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,Little Brown and Company,http://images.amazon.com/images/P/039304016X.01.MZZZZZZZ.jpg,291,Little Brown and Company
0399147128,The Villa,Nora Roberts,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399147128.01.MZZZZZZZ.jpg,292,Putnam Publishing Group
0670031046,In This Mountain,Jan Karon,2002,Viking Books,http://images.amazon.com/images/P/0670031046.01.MZZZZZZZ.jpg,293,Viking Books
0394574745,"All the Pretty Horses (Border Trilogy, Vol 1)",Cormac McCarthy,1992,Alfred A. Knopf,http://images.amazon.com/images/P/0394574745.01.MZZZZZZZ.jpg,294,Alfred A. Knopf
